ring_id,accounts,transactions,density,average_connections,suspicion_score
86544,3,2,0.6667,1.33,36.6
86545,3,2,0.6667,1.33,36.6
86553,3,2,0.6667,1.33,36.6
86568,3,2,0.6667,1.33,36.6
86597,3,2,0.6667,1.33,36.6
86603,3,2,0.6667,1.33,36.6
86613,3,2,0.6667,1.33,36.6
86616,3,2,0.6667,1.33,36.6
86621,3,2,0.6667,1.33,36.6
86682,3,2,0.6667,1.33,36.6
86735,3,2,0.6667,1.33,36.6
86346,3,2,0.6667,1.33,36.6
86350,3,2,0.6667,1.33,36.6
86369,3,2,0.6667,1.33,36.6
86428,3,2,0.6667,1.33,36.6
86432,3,2,0.6667,1.33,36.6
86436,3,2,0.6667,1.33,36.6
86447,3,2,0.6667,1.33,36.6
2633,3,2,0.6667,1.33,36.6
86453,3,2,0.6667,1.33,36.6
86457,3,2,0.6667,1.33,36.6
86474,3,2,0.6667,1.33,36.6
28641,3,2,0.6667,1.33,36.6
28647,3,2,0.6667,1.33,36.6
28666,3,2,0.6667,1.33,36.6
28729,3,2,0.6667,1.33,36.6
28784,3,2,0.6667,1.33,36.6
25682,3,2,0.6667,1.33,36.6
25714,3,2,0.6667,1.33,36.6
86166,3,2,0.6667,1.33,36.6
86187,3,2,0.6667,1.33,36.6
86191,3,2,0.6667,1.33,36.6
86199,3,2,0.6667,1.33,36.6
86211,3,2,0.6667,1.33,36.6
86255,3,2,0.6667,1.33,36.6
86256,3,2,0.6667,1.33,36.6
86293,3,2,0.6667,1.33,36.6
86300,3,2,0.6667,1.33,36.6
86312,3,2,0.6667,1.33,36.6
86313,3,2,0.6667,1.33,36.6
86330,3,2,0.6667,1.33,36.6
86342,3,2,0.6667,1.33,36.6
85945,3,2,0.6667,1.33,36.6
86036,3,2,0.6667,1.33,36.6
86046,3,2,0.6667,1.33,36.6
86068,3,2,0.6667,1.33,36.6
86074,3,2,0.6667,1.33,36.6
86091,3,2,0.6667,1.33,36.6
86109,3,2,0.6667,1.33,36.6
86128,3,2,0.6667,1.33,36.6
86143,3,2,0.6667,1.33,36.6
86144,3,2,0.6667,1.33,36.6
28928,3,2,0.6667,1.33,36.6
29063,3,2,0.6667,1.33,36.6
29120,3,2,0.6667,1.33,36.6
25621,3,2,0.6667,1.33,36.6
29128,3,2,0.6667,1.33,36.6
29148,3,2,0.6667,1.33,36.6
29261,3,2,0.6667,1.33,36.6
29299,3,2,0.6667,1.33,36.6
29332,3,2,0.6667,1.33,36.6
29389,3,2,0.6667,1.33,36.6
29392,3,2,0.6667,1.33,36.6
85808,3,2,0.6667,1.33,36.6
85810,3,2,0.6667,1.33,36.6
85815,3,2,0.6667,1.33,36.6
85818,3,2,0.6667,1.33,36.6
85819,3,2,0.6667,1.33,36.6
85825,3,2,0.6667,1.33,36.6
85828,3,2,0.6667,1.33,36.6
85847,3,2,0.6667,1.33,36.6
85855,3,2,0.6667,1.33,36.6
85932,3,2,0.6667,1.33,36.6
85940,3,2,0.6667,1.33,36.6
3055,3,2,0.6667,1.33,36.6
85941,3,2,0.6667,1.33,36.6
85689,3,2,0.6667,1.33,36.6
85694,3,2,0.6667,1.33,36.6
85724,3,2,0.6667,1.33,36.6
85762,3,2,0.6667,1.33,36.6
85769,3,2,0.6667,1.33,36.6
85773,3,2,0.6667,1.33,36.6
85783,3,2,0.6667,1.33,36.6
85789,3,2,0.6667,1.33,36.6
85807,3,2,0.6667,1.33,36.6
29515,3,2,0.6667,1.33,36.6
29586,3,2,0.6667,1.33,36.6
29618,3,2,0.6667,1.33,36.6
29662,3,2,0.6667,1.33,36.6
29675,3,2,0.6667,1.33,36.6
29678,3,2,0.6667,1.33,36.6
25547,3,2,0.6667,1.33,36.6
29720,3,2,0.6667,1.33,36.6
85421,3,2,0.6667,1.33,36.6
85456,3,2,0.6667,1.33,36.6
85461,3,2,0.6667,1.33,36.6
85471,3,2,0.6667,1.33,36.6
85478,3,2,0.6667,1.33,36.6
85550,3,2,0.6667,1.33,36.6
85595,3,2,0.6667,1.33,36.6
85646,3,2,0.6667,1.33,36.6
85650,3,2,0.6667,1.33,36.6
85674,3,2,0.6667,1.33,36.6
85678,3,2,0.6667,1.33,36.6
29739,3,2,0.6667,1.33,36.6
29947,3,2,0.6667,1.33,36.6
29979,3,2,0.6667,1.33,36.6
29990,3,2,0.6667,1.33,36.6
25438,3,2,0.6667,1.33,36.6
25496,3,2,0.6667,1.33,36.6
25504,3,2,0.6667,1.33,36.6
85236,3,2,0.6667,1.33,36.6
85290,3,2,0.6667,1.33,36.6
85300,3,2,0.6667,1.33,36.6
85351,3,2,0.6667,1.33,36.6
85354,3,2,0.6667,1.33,36.6
85357,3,2,0.6667,1.33,36.6
85404,3,2,0.6667,1.33,36.6
30010,3,2,0.6667,1.33,36.6
30060,3,2,0.6667,1.33,36.6
30063,3,2,0.6667,1.33,36.6
30067,3,2,0.6667,1.33,36.6
30214,3,2,0.6667,1.33,36.6
30274,3,2,0.6667,1.33,36.6
30282,3,2,0.6667,1.33,36.6
25437,3,2,0.6667,1.33,36.6
85171,3,2,0.6667,1.33,36.6
85179,3,2,0.6667,1.33,36.6
85184,3,2,0.6667,1.33,36.6
85187,3,2,0.6667,1.33,36.6
85188,3,2,0.6667,1.33,36.6
85190,3,2,0.6667,1.33,36.6
85195,3,2,0.6667,1.33,36.6
85206,3,2,0.6667,1.33,36.6
85209,3,2,0.6667,1.33,36.6
85223,3,2,0.6667,1.33,36.6
85228,3,2,0.6667,1.33,36.6
85230,3,2,0.6667,1.33,36.6
84977,3,2,0.6667,1.33,36.6
85016,3,2,0.6667,1.33,36.6
85030,3,2,0.6667,1.33,36.6
85044,3,2,0.6667,1.33,36.6
85046,3,2,0.6667,1.33,36.6
85062,3,2,0.6667,1.33,36.6
85066,3,2,0.6667,1.33,36.6
85106,3,2,0.6667,1.33,36.6
85116,3,2,0.6667,1.33,36.6
85128,3,2,0.6667,1.33,36.6
85135,3,2,0.6667,1.33,36.6
3915,3,2,0.6667,1.33,36.6
85158,3,2,0.6667,1.33,36.6
30355,3,2,0.6667,1.33,36.6
30376,3,2,0.6667,1.33,36.6
30437,3,2,0.6667,1.33,36.6
30468,3,2,0.6667,1.33,36.6
30472,3,2,0.6667,1.33,36.6
84900,3,2,0.6667,1.33,36.6
84901,3,2,0.6667,1.33,36.6
84907,3,2,0.6667,1.33,36.6
84914,3,2,0.6667,1.33,36.6
84916,3,2,0.6667,1.33,36.6
84922,3,2,0.6667,1.33,36.6
84930,3,2,0.6667,1.33,36.6
84961,3,2,0.6667,1.33,36.6
84971,3,2,0.6667,1.33,36.6
84972,3,2,0.6667,1.33,36.6
84973,3,2,0.6667,1.33,36.6
84975,3,2,0.6667,1.33,36.6
30588,3,2,0.6667,1.33,36.6
30592,3,2,0.6667,1.33,36.6
30636,3,2,0.6667,1.33,36.6
30660,3,2,0.6667,1.33,36.6
30713,3,2,0.6667,1.33,36.6
84826,3,2,0.6667,1.33,36.6
84827,3,2,0.6667,1.33,36.6
84829,3,2,0.6667,1.33,36.6
84831,3,2,0.6667,1.33,36.6
84835,3,2,0.6667,1.33,36.6
84838,3,2,0.6667,1.33,36.6
84843,3,2,0.6667,1.33,36.6
84849,3,2,0.6667,1.33,36.6
84869,3,2,0.6667,1.33,36.6
84888,3,2,0.6667,1.33,36.6
84893,3,2,0.6667,1.33,36.6
30723,3,2,0.6667,1.33,36.6
30734,3,2,0.6667,1.33,36.6
30763,3,2,0.6667,1.33,36.6
30767,3,2,0.6667,1.33,36.6
30770,3,2,0.6667,1.33,36.6
30786,3,2,0.6667,1.33,36.6
30823,3,2,0.6667,1.33,36.6
30876,3,2,0.6667,1.33,36.6
30890,3,2,0.6667,1.33,36.6
84662,3,2,0.6667,1.33,36.6
84678,3,2,0.6667,1.33,36.6
84684,3,2,0.6667,1.33,36.6
84720,3,2,0.6667,1.33,36.6
84775,3,2,0.6667,1.33,36.6
84798,3,2,0.6667,1.33,36.6
84804,3,2,0.6667,1.33,36.6
84813,3,2,0.6667,1.33,36.6
84816,3,2,0.6667,1.33,36.6
4180,3,2,0.6667,1.33,36.6
84819,3,2,0.6667,1.33,36.6
84820,3,2,0.6667,1.33,36.6
84563,3,2,0.6667,1.33,36.6
84579,3,2,0.6667,1.33,36.6
84582,3,2,0.6667,1.33,36.6
84602,3,2,0.6667,1.33,36.6
84604,3,2,0.6667,1.33,36.6
84623,3,2,0.6667,1.33,36.6
84631,3,2,0.6667,1.33,36.6
4188,3,2,0.6667,1.33,36.6
84632,3,2,0.6667,1.33,36.6
84650,3,2,0.6667,1.33,36.6
84661,3,2,0.6667,1.33,36.6
31053,3,2,0.6667,1.33,36.6
31067,3,2,0.6667,1.33,36.6
31081,3,2,0.6667,1.33,36.6
31188,3,2,0.6667,1.33,36.6
25208,3,2,0.6667,1.33,36.6
31271,3,2,0.6667,1.33,36.6
31276,3,2,0.6667,1.33,36.6
84412,3,2,0.6667,1.33,36.6
84415,3,2,0.6667,1.33,36.6
84461,3,2,0.6667,1.33,36.6
84467,3,2,0.6667,1.33,36.6
84487,3,2,0.6667,1.33,36.6
84496,3,2,0.6667,1.33,36.6
84499,3,2,0.6667,1.33,36.6
84503,3,2,0.6667,1.33,36.6
84529,3,2,0.6667,1.33,36.6
84533,3,2,0.6667,1.33,36.6
84544,3,2,0.6667,1.33,36.6
84546,3,2,0.6667,1.33,36.6
84551,3,2,0.6667,1.33,36.6
84107,3,2,0.6667,1.33,36.6
84111,3,2,0.6667,1.33,36.6
84149,3,2,0.6667,1.33,36.6
84159,3,2,0.6667,1.33,36.6
84192,3,2,0.6667,1.33,36.6
84285,3,2,0.6667,1.33,36.6
84286,3,2,0.6667,1.33,36.6
84366,3,2,0.6667,1.33,36.6
84376,3,2,0.6667,1.33,36.6
84378,3,2,0.6667,1.33,36.6
31280,3,2,0.6667,1.33,36.6
31408,3,2,0.6667,1.33,36.6
31484,3,2,0.6667,1.33,36.6
31486,3,2,0.6667,1.33,36.6
31487,3,2,0.6667,1.33,36.6
31489,3,2,0.6667,1.33,36.6
31493,3,2,0.6667,1.33,36.6
31527,3,2,0.6667,1.33,36.6
31528,3,2,0.6667,1.33,36.6
31533,3,2,0.6667,1.33,36.6
31570,3,2,0.6667,1.33,36.6
31590,3,2,0.6667,1.33,36.6
83996,3,2,0.6667,1.33,36.6
83998,3,2,0.6667,1.33,36.6
84003,3,2,0.6667,1.33,36.6
84008,3,2,0.6667,1.33,36.6
84009,3,2,0.6667,1.33,36.6
84010,3,2,0.6667,1.33,36.6
84053,3,2,0.6667,1.33,36.6
84069,3,2,0.6667,1.33,36.6
84102,3,2,0.6667,1.33,36.6
84103,3,2,0.6667,1.33,36.6
84105,3,2,0.6667,1.33,36.6
84106,3,2,0.6667,1.33,36.6
83789,3,2,0.6667,1.33,36.6
83799,3,2,0.6667,1.33,36.6
83830,3,2,0.6667,1.33,36.6
83831,3,2,0.6667,1.33,36.6
83847,3,2,0.6667,1.33,36.6
83876,3,2,0.6667,1.33,36.6
83878,3,2,0.6667,1.33,36.6
83879,3,2,0.6667,1.33,36.6
83881,3,2,0.6667,1.33,36.6
83894,3,2,0.6667,1.33,36.6
83911,3,2,0.6667,1.33,36.6
83934,3,2,0.6667,1.33,36.6
83969,3,2,0.6667,1.33,36.6
83991,3,2,0.6667,1.33,36.6
83682,3,2,0.6667,1.33,36.6
83704,3,2,0.6667,1.33,36.6
83713,3,2,0.6667,1.33,36.6
83718,3,2,0.6667,1.33,36.6
83721,3,2,0.6667,1.33,36.6
83725,3,2,0.6667,1.33,36.6
83750,3,2,0.6667,1.33,36.6
83753,3,2,0.6667,1.33,36.6
83758,3,2,0.6667,1.33,36.6
83759,3,2,0.6667,1.33,36.6
31631,3,2,0.6667,1.33,36.6
31633,3,2,0.6667,1.33,36.6
31666,3,2,0.6667,1.33,36.6
31680,3,2,0.6667,1.33,36.6
31698,3,2,0.6667,1.33,36.6
31741,3,2,0.6667,1.33,36.6
25086,3,2,0.6667,1.33,36.6
25114,3,2,0.6667,1.33,36.6
31840,3,2,0.6667,1.33,36.6
83457,3,2,0.6667,1.33,36.6
83471,3,2,0.6667,1.33,36.6
83507,3,2,0.6667,1.33,36.6
83518,3,2,0.6667,1.33,36.6
83540,3,2,0.6667,1.33,36.6
83547,3,2,0.6667,1.33,36.6
83568,3,2,0.6667,1.33,36.6
83569,3,2,0.6667,1.33,36.6
83613,3,2,0.6667,1.33,36.6
83640,3,2,0.6667,1.33,36.6
31859,3,2,0.6667,1.33,36.6
31862,3,2,0.6667,1.33,36.6
31878,3,2,0.6667,1.33,36.6
31929,3,2,0.6667,1.33,36.6
32003,3,2,0.6667,1.33,36.6
25035,3,2,0.6667,1.33,36.6
32045,3,2,0.6667,1.33,36.6
32051,3,2,0.6667,1.33,36.6
83283,3,2,0.6667,1.33,36.6
83297,3,2,0.6667,1.33,36.6
83315,3,2,0.6667,1.33,36.6
83327,3,2,0.6667,1.33,36.6
83340,3,2,0.6667,1.33,36.6
4723,3,2,0.6667,1.33,36.6
83342,3,2,0.6667,1.33,36.6
83343,3,2,0.6667,1.33,36.6
83366,3,2,0.6667,1.33,36.6
83369,3,2,0.6667,1.33,36.6
83384,3,2,0.6667,1.33,36.6
83425,3,2,0.6667,1.33,36.6
83431,3,2,0.6667,1.33,36.6
83438,3,2,0.6667,1.33,36.6
83450,3,2,0.6667,1.33,36.6
83173,3,2,0.6667,1.33,36.6
83177,3,2,0.6667,1.33,36.6
83180,3,2,0.6667,1.33,36.6
83201,3,2,0.6667,1.33,36.6
83206,3,2,0.6667,1.33,36.6
83212,3,2,0.6667,1.33,36.6
83218,3,2,0.6667,1.33,36.6
83225,3,2,0.6667,1.33,36.6
83238,3,2,0.6667,1.33,36.6
83259,3,2,0.6667,1.33,36.6
83260,3,2,0.6667,1.33,36.6
83281,3,2,0.6667,1.33,36.6
83016,3,2,0.6667,1.33,36.6
83032,3,2,0.6667,1.33,36.6
83038,3,2,0.6667,1.33,36.6
83044,3,2,0.6667,1.33,36.6
83073,3,2,0.6667,1.33,36.6
83078,3,2,0.6667,1.33,36.6
83082,3,2,0.6667,1.33,36.6
83090,3,2,0.6667,1.33,36.6
83094,3,2,0.6667,1.33,36.6
83151,3,2,0.6667,1.33,36.6
83168,3,2,0.6667,1.33,36.6
83170,3,2,0.6667,1.33,36.6
83172,3,2,0.6667,1.33,36.6
32077,3,2,0.6667,1.33,36.6
32096,3,2,0.6667,1.33,36.6
32118,3,2,0.6667,1.33,36.6
32119,3,2,0.6667,1.33,36.6
32153,3,2,0.6667,1.33,36.6
32183,3,2,0.6667,1.33,36.6
32218,3,2,0.6667,1.33,36.6
32221,3,2,0.6667,1.33,36.6
25000,3,2,0.6667,1.33,36.6
25004,3,2,0.6667,1.33,36.6
25005,3,2,0.6667,1.33,36.6
82936,3,2,0.6667,1.33,36.6
82940,3,2,0.6667,1.33,36.6
82956,3,2,0.6667,1.33,36.6
82959,3,2,0.6667,1.33,36.6
82963,3,2,0.6667,1.33,36.6
82964,3,2,0.6667,1.33,36.6
